horizon_candles,outer_fold,Timestamp,state_p_range,state_p_trend,state_p_stress,state_label
6,3,2023-10-02 12:00:00+00:00,0.5014192373389958,0.48956751223354744,0.009013250427456597,range
6,3,2023-10-02 16:00:00+00:00,0.8426437471314707,0.1476212084242782,0.009735044444251065,range
6,3,2023-10-02 20:00:00+00:00,0.9543680069370453,0.037628589771292444,0.008003403291662181,range
6,3,2023-10-03 00:00:00+00:00,0.9459661783521508,0.052056057921696125,0.001977763726153083,range
6,3,2023-10-03 04:00:00+00:00,0.9544689933422956,0.043426201574368245,0.002104805083336357,range
6,3,2023-10-03 08:00:00+00:00,0.9937754540709262,0.005395215825204577,0.0008293301038692558,range
6,3,2023-10-03 12:00:00+00:00,0.9957092448456683,0.0035452815416343055,0.0007454736126973016,range
6,3,2023-10-03 16:00:00+00:00,0.9936164121950005,0.0034435283946908477,0.002940059410308256,range
6,3,2023-10-03 20:00:00+00:00,0.9982618880365556,0.0011762238341448687,0.0005618881292995375,range
6,3,2023-10-04 00:00:00+00:00,0.9964077222976659,0.0007486591683323621,0.0028436185340016368,range
6,3,2023-10-04 04:00:00+00:00,0.9983770373268356,0.0007782229037632432,0.0008447397694012636,range
6,3,2023-10-04 08:00:00+00:00,0.9969024446179963,0.0025880944513934187,0.0005094609306105219,range
6,3,2023-10-04 12:00:00+00:00,0.9671706116150496,0.001862097172468784,0.03096729121248178,range
6,3,2023-10-04 16:00:00+00:00,0.9983458140643378,0.00105948204424406,0.0005947038914180853,range
6,3,2023-10-04 20:00:00+00:00,0.998402757689449,0.0012060558330774102,0.0003911864774734372,range
6,3,2023-10-05 00:00:00+00:00,0.9986786288888917,0.000889037743680672,0.00043233336742769186,range
6,3,2023-10-05 04:00:00+00:00,0.9985707376550038,0.0005423926393236548,0.0008868697056725758,range
6,3,2023-10-05 08:00:00+00:00,0.9985991544629494,0.0009612906031172575,0.0004395549339332895,range
6,3,2023-10-05 12:00:00+00:00,0.9976373827732042,0.000493689500786627,0.0018689277260091344,range
6,3,2023-10-05 16:00:00+00:00,0.9987695761250139,0.000671958646554865,0.0005584652284311396,range
6,3,2023-10-05 20:00:00+00:00,0.9987156315276209,0.0005680297408916121,0.0007163387314876037,range
6,3,2023-10-06 00:00:00+00:00,0.996398060613646,0.0032165784505722717,0.000385360935781782,range
6,3,2023-10-06 04:00:00+00:00,0.9981800938475478,0.0014273438993100392,0.00039256225314220723,range
