candidate_id,signal_family,horizon_candles,horizon_hours,interpretation,period,lower_threshold,upper_threshold,standard_deviations,model_family,window_scheme,calibration,confirmatory_eligible
v2-candidate-03233,rsi,6,24,continuation,28,30.0,70.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03234,rsi,6,24,continuation,28,30.0,70.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03235,rsi,6,24,continuation,28,30.0,70.0,,spline_regularized,expanding,none,True
v2-candidate-03236,rsi,6,24,continuation,28,30.0,70.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03237,rsi,6,24,continuation,28,30.0,70.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03238,rsi,6,24,continuation,28,30.0,70.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03239,rsi,6,24,continuation,28,30.0,70.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03240,rsi,6,24,continuation,28,30.0,70.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03241,rsi,1,4,continuous,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03242,rsi,1,4,continuous,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03243,rsi,1,4,continuous,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03244,rsi,1,4,continuous,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03245,rsi,1,4,continuous,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03246,rsi,1,4,continuous,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03247,rsi,1,4,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03248,rsi,1,4,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03249,rsi,1,4,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03250,rsi,1,4,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03251,rsi,1,4,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03252,rsi,1,4,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03253,rsi,1,4,continuous,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03254,rsi,1,4,continuous,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03255,rsi,1,4,continuous,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03256,rsi,1,4,continuous,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03257,rsi,1,4,continuous,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03258,rsi,1,4,continuous,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03259,rsi,2,8,continuous,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03260,rsi,2,8,continuous,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03261,rsi,2,8,continuous,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03262,rsi,2,8,continuous,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03263,rsi,2,8,continuous,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03264,rsi,2,8,continuous,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03265,rsi,2,8,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03266,rsi,2,8,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03267,rsi,2,8,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03268,rsi,2,8,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03269,rsi,2,8,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03270,rsi,2,8,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03271,rsi,2,8,continuous,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03272,rsi,2,8,continuous,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03273,rsi,2,8,continuous,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03274,rsi,2,8,continuous,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03275,rsi,2,8,continuous,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03276,rsi,2,8,continuous,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03277,rsi,3,12,continuous,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03278,rsi,3,12,continuous,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03279,rsi,3,12,continuous,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03280,rsi,3,12,continuous,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03281,rsi,3,12,continuous,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03282,rsi,3,12,continuous,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03283,rsi,3,12,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03284,rsi,3,12,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03285,rsi,3,12,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03286,rsi,3,12,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03287,rsi,3,12,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03288,rsi,3,12,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03289,rsi,3,12,continuous,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03290,rsi,3,12,continuous,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03291,rsi,3,12,continuous,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03292,rsi,3,12,continuous,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03293,rsi,3,12,continuous,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03294,rsi,3,12,continuous,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03295,rsi,6,24,continuous,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03296,rsi,6,24,continuous,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03297,rsi,6,24,continuous,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03298,rsi,6,24,continuous,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03299,rsi,6,24,continuous,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03300,rsi,6,24,continuous,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03301,rsi,6,24,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03302,rsi,6,24,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03303,rsi,6,24,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03304,rsi,6,24,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03305,rsi,6,24,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03306,rsi,6,24,continuous,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03307,rsi,6,24,continuous,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03308,rsi,6,24,continuous,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03309,rsi,6,24,continuous,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03310,rsi,6,24,continuous,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03311,rsi,6,24,continuous,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03312,rsi,6,24,continuous,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03313,rsi,1,4,contrarian,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03314,rsi,1,4,contrarian,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03315,rsi,1,4,contrarian,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03316,rsi,1,4,contrarian,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03317,rsi,1,4,contrarian,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03318,rsi,1,4,contrarian,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03319,rsi,1,4,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03320,rsi,1,4,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03321,rsi,1,4,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03322,rsi,1,4,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03323,rsi,1,4,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03324,rsi,1,4,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03325,rsi,1,4,contrarian,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03326,rsi,1,4,contrarian,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03327,rsi,1,4,contrarian,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03328,rsi,1,4,contrarian,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03329,rsi,1,4,contrarian,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03330,rsi,1,4,contrarian,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03331,rsi,2,8,contrarian,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03332,rsi,2,8,contrarian,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03333,rsi,2,8,contrarian,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03334,rsi,2,8,contrarian,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03335,rsi,2,8,contrarian,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03336,rsi,2,8,contrarian,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03337,rsi,2,8,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03338,rsi,2,8,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03339,rsi,2,8,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03340,rsi,2,8,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03341,rsi,2,8,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03342,rsi,2,8,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03343,rsi,2,8,contrarian,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03344,rsi,2,8,contrarian,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03345,rsi,2,8,contrarian,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03346,rsi,2,8,contrarian,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03347,rsi,2,8,contrarian,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03348,rsi,2,8,contrarian,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03349,rsi,3,12,contrarian,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03350,rsi,3,12,contrarian,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03351,rsi,3,12,contrarian,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03352,rsi,3,12,contrarian,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03353,rsi,3,12,contrarian,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03354,rsi,3,12,contrarian,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03355,rsi,3,12,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03356,rsi,3,12,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03357,rsi,3,12,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03358,rsi,3,12,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03359,rsi,3,12,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03360,rsi,3,12,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03361,rsi,3,12,contrarian,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03362,rsi,3,12,contrarian,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03363,rsi,3,12,contrarian,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03364,rsi,3,12,contrarian,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03365,rsi,3,12,contrarian,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03366,rsi,3,12,contrarian,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03367,rsi,6,24,contrarian,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03368,rsi,6,24,contrarian,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03369,rsi,6,24,contrarian,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03370,rsi,6,24,contrarian,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03371,rsi,6,24,contrarian,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03372,rsi,6,24,contrarian,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03373,rsi,6,24,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03374,rsi,6,24,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03375,rsi,6,24,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03376,rsi,6,24,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03377,rsi,6,24,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03378,rsi,6,24,contrarian,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03379,rsi,6,24,contrarian,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03380,rsi,6,24,contrarian,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03381,rsi,6,24,contrarian,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03382,rsi,6,24,contrarian,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03383,rsi,6,24,contrarian,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03384,rsi,6,24,contrarian,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03385,rsi,1,4,continuation,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03386,rsi,1,4,continuation,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03387,rsi,1,4,continuation,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03388,rsi,1,4,continuation,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03389,rsi,1,4,continuation,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03390,rsi,1,4,continuation,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03391,rsi,1,4,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03392,rsi,1,4,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03393,rsi,1,4,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03394,rsi,1,4,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03395,rsi,1,4,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03396,rsi,1,4,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03397,rsi,1,4,continuation,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03398,rsi,1,4,continuation,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03399,rsi,1,4,continuation,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03400,rsi,1,4,continuation,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03401,rsi,1,4,continuation,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03402,rsi,1,4,continuation,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03403,rsi,2,8,continuation,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03404,rsi,2,8,continuation,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03405,rsi,2,8,continuation,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03406,rsi,2,8,continuation,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03407,rsi,2,8,continuation,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03408,rsi,2,8,continuation,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03409,rsi,2,8,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03410,rsi,2,8,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03411,rsi,2,8,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03412,rsi,2,8,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03413,rsi,2,8,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03414,rsi,2,8,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03415,rsi,2,8,continuation,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03416,rsi,2,8,continuation,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03417,rsi,2,8,continuation,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03418,rsi,2,8,continuation,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03419,rsi,2,8,continuation,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03420,rsi,2,8,continuation,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03421,rsi,3,12,continuation,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03422,rsi,3,12,continuation,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03423,rsi,3,12,continuation,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03424,rsi,3,12,continuation,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03425,rsi,3,12,continuation,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03426,rsi,3,12,continuation,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03427,rsi,3,12,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03428,rsi,3,12,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03429,rsi,3,12,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03430,rsi,3,12,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03431,rsi,3,12,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03432,rsi,3,12,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03433,rsi,3,12,continuation,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03434,rsi,3,12,continuation,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03435,rsi,3,12,continuation,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03436,rsi,3,12,continuation,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03437,rsi,3,12,continuation,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03438,rsi,3,12,continuation,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03439,rsi,6,24,continuation,28,35.0,65.0,,regularized_linear,expanding,none,True
v2-candidate-03440,rsi,6,24,continuation,28,35.0,65.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-03441,rsi,6,24,continuation,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03442,rsi,6,24,continuation,28,35.0,65.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03443,rsi,6,24,continuation,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03444,rsi,6,24,continuation,28,35.0,65.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03445,rsi,6,24,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03446,rsi,6,24,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03447,rsi,6,24,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03448,rsi,6,24,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03449,rsi,6,24,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03450,rsi,6,24,continuation,28,35.0,65.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03451,rsi,6,24,continuation,28,35.0,65.0,,spline_regularized,expanding,none,True
v2-candidate-03452,rsi,6,24,continuation,28,35.0,65.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-03453,rsi,6,24,continuation,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03454,rsi,6,24,continuation,28,35.0,65.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03455,rsi,6,24,continuation,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03456,rsi,6,24,continuation,28,35.0,65.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-03457,bollinger,1,4,continuous,10,,,1.5,regularized_linear,expanding,none,True
v2-candidate-03458,bollinger,1,4,continuous,10,,,1.5,regularized_linear,expanding,sigmoid,True
v2-candidate-03459,bollinger,1,4,continuous,10,,,1.5,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-03460,bollinger,1,4,continuous,10,,,1.5,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-03461,bollinger,1,4,continuous,10,,,1.5,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-03462,bollinger,1,4,continuous,10,,,1.5,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-03463,bollinger,1,4,continuous,10,,,1.5,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-03464,bollinger,1,4,continuous,10,,,1.5,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-03465,bollinger,1,4,continuous,10,,,1.5,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-03466,bollinger,1,4,continuous,10,,,1.5,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-03467,bollinger,1,4,continuous,10,,,1.5,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-03468,bollinger,1,4,continuous,10,,,1.5,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-03469,bollinger,1,4,continuous,10,,,1.5,spline_regularized,expanding,none,True
v2-candidate-03470,bollinger,1,4,continuous,10,,,1.5,spline_regularized,expanding,sigmoid,True
v2-candidate-03471,bollinger,1,4,continuous,10,,,1.5,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-03472,bollinger,1,4,continuous,10,,,1.5,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-03473,bollinger,1,4,continuous,10,,,1.5,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-03474,bollinger,1,4,continuous,10,,,1.5,spline_regularized,rolling_two_year_observations,sigmoid,True
